;Pedido;Categoria;Cidade;Tipo Consumidor;Genero;Linha de Produtos;Preço Unitário;Quantidade;Taxa de 5%;Total;Data;Hora;Forma de Pagamento;CMV;(%)margem bruta;Renda Bruta;Classificação
778;102-06-2002;C;Rio de Janeiro;Membro;Masculino;Esportes e viagens;25.25;5;63.125;1.325.625;20/03/2019;17:52;Dinheiro;126.25;4.761.904.762;63.125;6.1
779;457-94-0464;B;São Paulo;Membro;Masculino;Acessórios eletrônicos;87.87;9;395.415;8.303.715;31/01/2019;20:32;Débito;790.83;4.761.904.762;395.415;5.6
780;629-42-4133;C;Rio de Janeiro;Normal;Masculino;Saúde e beleza;21.8;8;8.72;183.12;19/02/2019;19:24;Dinheiro;174.4;4.761.904.762;8.72;8.3
781;534-53-3526;A;Belo Horizonte;Normal;Feminino;Esportes e viagens;94.76;4;18.952;397.992;11/02/2019;16:06;Débito;379.04;4.761.904.762;18.952;7.8
782;307-04-2070;A;Belo Horizonte;Membro;Feminino;Acessórios de moda;30.62;1;1.531;32.151;05/02/2019;14:14;Crédito;30.62;4.761.904.762;1.531;4.1
783;468-99-7231;C;Rio de Janeiro;Normal;Feminino;Casa e estilo de vida;44.01;8;17.604;369.684;03/03/2019;17:36;Dinheiro;352.08;4.761.904.762;17.604;8.8
784;516-77-6464;C;Rio de Janeiro;Membro;Feminino;Saúde e beleza;10.16;5;2.54;53.34;24/02/2019;13:08;Débito;50.8;4.761.904.762;2.54;4.1
785;404-91-5964;A;Belo Horizonte;Normal;Masculino;Acessórios eletrônicos;74.58;7;26.103;548.163;04/02/2019;16:09;Crédito;522.06;4.761.904.762;26.103;9
786;886-77-9084;C;Rio de Janeiro;Normal;Masculino;Acessórios eletrônicos;71.89;8;28.756;603.876;19/02/2019;11:33;Débito;575.12;4.761.904.762;28.756;5.5
787;790-38-4466;C;Rio de Janeiro;Normal;Feminino;Saúde e beleza;10.99;5;27.475;576.975;23/01/2019;10:18;Crédito;54.95;4.761.904.762;27.475;9.3
788;704-10-4056;C;Rio de Janeiro;Membro;Masculino;Saúde e beleza;60.47;3;90.705;1.904.805;14/01/2019;10:55;Crédito;181.41;4.761.904.762;90.705;5.6
789;497-37-6538;A;Belo Horizonte;Normal;Masculino;Esportes e viagens;58.91;7;206.185;4.329.885;17/01/2019;15:15;Débito;412.37;4.761.904.762;206.185;9.7
790;651-96-5970;A;Belo Horizonte;Normal;Masculino;Acessórios de moda;46.41;1;23.205;487.305;03/03/2019;20:06;Crédito;46.41;4.761.904.762;23.205;4
791;400-80-4065;C;Rio de Janeiro;Membro;Masculino;Saúde e beleza;68.55;4;13.71;287.91;15/02/2019;20:21;Crédito;274.2;4.761.904.762;13.71;9.2
792;744-16-7898;B;São Paulo;Normal;Feminino;Casa e estilo de vida;97.37;10;48.685;1.022.385;15/01/2019;13:48;Crédito;973.7;4.761.904.762;48.685;4.9
793;263-12-5321;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;92.6;7;32.41;680.61;27/02/2019;12:52;Crédito;648.2;4.761.904.762;32.41;9.3
794;702-72-0487;A;Belo Horizonte;Normal;Feminino;Acessórios eletrônicos;46.61;2;4.661;97.881;26/02/2019;12:28;Crédito;93.22;4.761.904.762;4.661;6.6
795;605-83-1050;B;São Paulo;Normal;Masculino;Acessórios de moda;27.18;2;2.718;57.078;15/03/2019;16:26;Débito;54.36;4.761.904.762;2.718;4.3
796;443-60-9639;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;60.87;1;30.435;639.135;24/01/2019;13:24;Dinheiro;60.87;4.761.904.762;30.435;5.5
797;864-24-7918;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;24.49;10;12.245;257.145;22/02/2019;15:15;Dinheiro;244.9;4.761.904.762;12.245;8.1
798;359-94-5395;B;São Paulo;Normal;Masculino;Saúde e beleza;92.78;1;4.639;97.419;15/03/2019;10:50;Crédito;92.78;4.761.904.762;4.639;9.8
799;401-09-4232;C;Rio de Janeiro;Membro;Masculino;Casa e estilo de vida;86.69;5;216.725;4.551.225;11/02/2019;18:38;Débito;433.45;4.761.904.762;216.725;9.4
800;751-15-6198;B;São Paulo;Normal;Masculino;Esportes e viagens;23.01;6;6.903;144.963;12/01/2019;16:45;Débito;138.06;4.761.904.762;6.903;7.9
801;324-41-6833;C;Rio de Janeiro;Membro;Feminino;Acessórios eletrônicos;30.2;8;12.08;253.68;03/03/2019;19:30;Débito;241.6;4.761.904.762;12.08;5.1
802;474-33-8305;C;Rio de Janeiro;Membro;Masculino;Acessórios de moda;67.39;7;235.865;4.953.165;23/03/2019;13:23;Débito;471.73;4.761.904.762;235.865;6.9
803;759-29-9521;A;Belo Horizonte;Membro;Feminino;Acessórios de moda;48.96;9;22.032;462.672;04/03/2019;11:27;Dinheiro;440.64;4.761.904.762;22.032;8
804;831-81-6575;B;São Paulo;Membro;Feminino;Acessórios eletrônicos;75.59;9;340.155;7.143.255;23/02/2019;11:12;Dinheiro;680.31;4.761.904.762;340.155;8
805;220-68-6701;A;Belo Horizonte;Normal;Feminino;Casa e estilo de vida;77.47;4;15.494;325.374;17/03/2019;16:36;Dinheiro;309.88;4.761.904.762;15.494;4.2
806;618-34-8551;A;Belo Horizonte;Normal;Feminino;Esportes e viagens;93.18;2;9.318;195.678;16/01/2019;18:41;Crédito;186.36;4.761.904.762;9.318;8.5
807;257-60-7754;A;Belo Horizonte;Normal;Feminino;Acessórios eletrônicos;50.23;4;10.046;210.966;08/01/2019;17:12;Dinheiro;200.92;4.761.904.762;10.046;9
808;559-61-5987;B;São Paulo;Normal;Feminino;Saúde e beleza;17.75;1;0.8875;186.375;14/01/2019;10:38;Dinheiro;17.75;4.761.904.762;0.8875;8.6
809;189-55-2313;C;Rio de Janeiro;Normal;Feminino;Acessórios de moda;62.18;10;31.09;652.89;31/01/2019;10:33;Débito;621.8;4.761.904.762;31.09;6
810;565-91-4567;B;São Paulo;Normal;Masculino;Saúde e beleza;10.75;8;4.3;90.3;15/03/2019;14:38;Débito;86;4.761.904.762;4.3;6.2
811;380-60-5336;A;Belo Horizonte;Normal;Feminino;Acessórios eletrônicos;40.26;10;20.13;422.73;24/02/2019;18:06;Crédito;402.6;4.761.904.762;20.13;5
812;815-04-6282;C;Rio de Janeiro;Membro;Feminino;Esportes e viagens;64.97;5;162.425;3.410.925;08/02/2019;12:52;Crédito;324.85;4.761.904.762;162.425;6.5
813;674-56-6360;A;Belo Horizonte;Normal;Masculino;Acessórios eletrônicos;95.15;1;47.575;999.075;22/03/2019;14:00;Dinheiro;95.15;4.761.904.762;47.575;6
814;778-34-2523;A;Belo Horizonte;Membro;Feminino;Acessórios eletrônicos;48.62;8;19.448;408.408;24/01/2019;10:57;Dinheiro;388.96;4.761.904.762;19.448;5
815;499-27-7781;B;São Paulo;Normal;Feminino;Alimentos e bebidas;53.21;8;21.284;446.964;14/03/2019;16:45;Débito;425.68;4.761.904.762;21.284;5
816;477-59-2456;C;Rio de Janeiro;Normal;Feminino;Acessórios de moda;45.44;7;15.904;333.984;23/01/2019;11:15;Dinheiro;318.08;4.761.904.762;15.904;9.2
817;832-51-6761;A;Belo Horizonte;Normal;Masculino;Alimentos e bebidas;33.88;8;13.552;284.592;19/01/2019;20:29;Débito;271.04;4.761.904.762;13.552;9.6
818;869-11-3082;B;São Paulo;Membro;Masculino;Saúde e beleza;96.16;4;19.232;403.872;27/01/2019;20:03;Crédito;384.64;4.761.904.762;19.232;8.4
819;190-59-3964;B;São Paulo;Membro;Masculino;Alimentos e bebidas;47.16;5;11.79;247.59;03/02/2019;14:35;Crédito;235.8;4.761.904.762;11.79;6
820;366-43-6862;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;52.89;4;10.578;222.138;25/03/2019;16:32;Débito;211.56;4.761.904.762;10.578;6.7
821;186-43-8965;A;Belo Horizonte;Membro;Feminino;Casa e estilo de vida;47.68;2;4.768;100.128;24/02/2019;10:10;Crédito;95.36;4.761.904.762;4.768;4.1
822;784-21-9238;C;Rio de Janeiro;Membro;Masculino;Esportes e viagens;10.17;1;0.5085;106.785;07/02/2019;14:15;Dinheiro;10.17;4.761.904.762;0.5085;5.9
823;276-75-6884;A;Belo Horizonte;Normal;Feminino;Saúde e beleza;68.71;3;103.065;2.164.365;04/03/2019;10:05;Dinheiro;206.13;4.761.904.762;103.065;8.7
824;109-86-4363;B;São Paulo;Membro;Feminino;Esportes e viagens;60.08;7;21.028;441.588;14/02/2019;11:36;Crédito;420.56;4.761.904.762;21.028;4.5
825;569-76-2760;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;22.01;4;4.402;92.442;29/01/2019;18:15;Crédito;88.04;4.761.904.762;4.402;6.6
826;222-42-0244;B;São Paulo;Membro;Feminino;Saúde e beleza;72.11;9;324.495;6.814.395;28/01/2019;13:53;Crédito;648.99;4.761.904.762;324.495;7.7
827;760-53-9233;A;Belo Horizonte;Membro;Masculino;Acessórios de moda;41.28;3;6.192;130.032;26/03/2019;18:37;Crédito;123.84;4.761.904.762;6.192;8.5
828;538-22-0304;C;Rio de Janeiro;Normal;Masculino;Acessórios eletrônicos;64.95;10;32.475;681.975;24/03/2019;18:27;Dinheiro;649.5;4.761.904.762;32.475;5.2
829;416-17-9926;A;Belo Horizonte;Membro;Feminino;Acessórios eletrônicos;74.22;10;37.11;779.31;01/01/2019;14:42;Crédito;742.2;4.761.904.762;37.11;4.3
830;237-44-6163;A;Belo Horizonte;Normal;Masculino;Acessórios eletrônicos;10.56;8;4.224;88.704;24/01/2019;17:43;Dinheiro;84.48;4.761.904.762;4.224;7.6
831;636-17-0325;B;São Paulo;Normal;Masculino;Saúde e beleza;62.57;4;12.514;262.794;25/02/2019;18:37;Dinheiro;250.28;4.761.904.762;12.514;9.5
832;343-75-9322;B;São Paulo;Membro;Feminino;Esportes e viagens;11.85;8;4.74;99.54;09/01/2019;16:34;Dinheiro;94.8;4.761.904.762;4.74;4.1
833;528-14-9470;A;Belo Horizonte;Membro;Masculino;Saúde e beleza;91.3;1;4.565;95.865;14/02/2019;14:42;Débito;91.3;4.761.904.762;4.565;9.2
834;427-45-9297;B;São Paulo;Membro;Feminino;Casa e estilo de vida;40.73;7;142.555;2.993.655;12/03/2019;11:01;Débito;285.11;4.761.904.762;142.555;5.4
835;807-34-3742;A;Belo Horizonte;Normal;Masculino;Acessórios de moda;52.38;1;2.619;54.999;26/03/2019;19:44;Dinheiro;52.38;4.761.904.762;2.619;5.8
836;288-62-1085;A;Belo Horizonte;Membro;Masculino;Acessórios de moda;38.54;5;9.635;202.335;09/01/2019;13:34;Débito;192.7;4.761.904.762;9.635;5.6
837;670-71-7306;B;São Paulo;Normal;Masculino;Esportes e viagens;44.63;6;13.389;281.169;02/01/2019;20:08;Crédito;267.78;4.761.904.762;13.389;5.1
838;660-29-7083;C;Rio de Janeiro;Normal;Masculino;Acessórios eletrônicos;55.87;10;27.935;586.635;15/01/2019;15:01;Dinheiro;558.7;4.761.904.762;27.935;5.8
839;271-77-8740;C;Rio de Janeiro;Membro;Feminino;Esportes e viagens;29.22;6;8.766;184.086;01/01/2019;11:40;Débito;175.32;4.761.904.762;8.766;5
840;497-36-0989;A;Belo Horizonte;Normal;Masculino;Acessórios de moda;51.94;3;7.791;163.611;15/02/2019;15:21;Dinheiro;155.82;4.761.904.762;7.791;7.9
841;291-59-1384;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;60.3;1;3.015;63.315;28/02/2019;17:38;Dinheiro;60.3;4.761.904.762;3.015;6
842;860-73-6466;A;Belo Horizonte;Membro;Feminino;Esportes e viagens;39.47;2;3.947;82.887;02/03/2019;16:16;Crédito;78.94;4.761.904.762;3.947;5
843;549-23-9016;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;14.87;2;1.487;31.227;13/02/2019;18:15;Crédito;29.74;4.761.904.762;1.487;8.9
844;896-34-0956;A;Belo Horizonte;Normal;Masculino;Acessórios de moda;21.32;1;1.066;22.386;26/01/2019;12:43;Dinheiro;21.32;4.761.904.762;1.066;5.9
845;804-38-3935;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;93.78;3;14.067;295.407;30/01/2019;11:32;Crédito;281.34;4.761.904.762;14.067;5.9
846;585-90-0249;A;Belo Horizonte;Membro;Masculino;Acessórios eletrônicos;73.26;1;3.663;76.923;27/01/2019;18:08;Débito;73.26;4.761.904.762;3.663;9.7
847;862-29-5914;C;Rio de Janeiro;Normal;Feminino;Esportes e viagens;22.38;1;1.119;23.499;30/01/2019;17:08;Crédito;22.38;4.761.904.762;1.119;8.6
848;845-94-6841;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;72.88;9;32.796;688.716;08/01/2019;19:38;Dinheiro;655.92;4.761.904.762;32.796;4
849;125-45-2293;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;99.1;6;29.73;624.33;19/01/2019;13:11;Dinheiro;594.6;4.761.904.762;29.73;4.2
850;843-73-4724;A;Belo Horizonte;Normal;Masculino;Acessórios de moda;74.1;1;3.705;77.805;25/01/2019;11:05;Dinheiro;74.1;4.761.904.762;3.705;9.2
851;409-33-9708;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;98.48;2;9.848;206.808;19/02/2019;10:12;Débito;196.96;4.761.904.762;9.848;9.2
852;658-66-3967;C;Rio de Janeiro;Normal;Masculino;Saúde e beleza;53.19;7;186.165;3.909.465;14/01/2019;15:42;Débito;372.33;4.761.904.762;186.165;5
853;866-70-2814;B;São Paulo;Normal;Feminino;Acessórios eletrônicos;52.79;10;26.395;554.295;25/02/2019;11:58;Débito;527.9;4.761.904.762;26.395;10
854;160-22-2687;A;Belo Horizonte;Membro;Feminino;Saúde e beleza;95.95;5;239.875;5.037.375;23/01/2019;14:21;Débito;479.75;4.761.904.762;239.875;8.8
855;895-03-6665;B;São Paulo;Normal;Feminino;Acessórios de moda;36.51;9;164.295;3.450.195;16/02/2019;10:52;Dinheiro;328.59;4.761.904.762;164.295;4.2
856;770-42-8960;B;São Paulo;Normal;Masculino;Alimentos e bebidas;21.12;8;8.448;177.408;01/01/2019;19:31;Dinheiro;168.96;4.761.904.762;8.448;6.3
857;748-45-2862;A;Belo Horizonte;Membro;Feminino;Casa e estilo de vida;28.31;4;5.662;118.902;07/03/2019;18:35;Dinheiro;113.24;4.761.904.762;5.662;8.2
858;234-36-2483;B;São Paulo;Normal;Masculino;Saúde e beleza;57.59;6;17.277;362.817;15/02/2019;13:51;Dinheiro;345.54;4.761.904.762;17.277;5.1
859;316-66-3011;A;Belo Horizonte;Membro;Feminino;Alimentos e bebidas;47.63;9;214.335;4.501.035;23/01/2019;12:35;Dinheiro;428.67;4.761.904.762;214.335;5
860;848-95-6252;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;86.27;1;43.135;905.835;20/02/2019;13:24;Débito;86.27;4.761.904.762;43.135;7
861;840-76-5966;A;Belo Horizonte;Membro;Masculino;Esportes e viagens;12.76;2;1.276;26.796;08/01/2019;18:06;Débito;25.52;4.761.904.762;1.276;7.8
862;152-03-4217;B;São Paulo;Normal;Feminino;Casa e estilo de vida;11.28;9;5.076;106.596;17/03/2019;11:55;Crédito;101.52;4.761.904.762;5.076;4.3
863;533-66-5566;B;São Paulo;Normal;Feminino;Casa e estilo de vida;51.07;7;178.745;3.753.645;12/01/2019;11:42;Dinheiro;357.49;4.761.904.762;178.745;7
864;124-31-1458;A;Belo Horizonte;Membro;Feminino;Acessórios eletrônicos;79.59;3;119.385;2.507.085;08/01/2019;14:30;Dinheiro;238.77;4.761.904.762;119.385;6.6
865;176-78-1170;C;Rio de Janeiro;Membro;Masculino;Saúde e beleza;33.81;3;50.715;1.065.015;26/01/2019;15:11;Débito;101.43;4.761.904.762;50.715;7.3
866;361-59-0574;B;São Paulo;Membro;Masculino;Esportes e viagens;90.53;8;36.212;760.452;15/03/2019;14:48;Crédito;724.24;4.761.904.762;36.212;6.5
867;101-81-4070;C;Rio de Janeiro;Membro;Feminino;Saúde e beleza;62.82;2;6.282;131.922;17/01/2019;12:36;Débito;125.64;4.761.904.762;6.282;4.9
868;631-34-1880;C;Rio de Janeiro;Membro;Masculino;Alimentos e bebidas;24.31;3;36.465;765.765;08/01/2019;19:09;Crédito;72.93;4.761.904.762;36.465;4.3
869;852-82-2749;A;Belo Horizonte;Normal;Masculino;Esportes e viagens;64.59;4;12.918;271.278;06/01/2019;13:35;Débito;258.36;4.761.904.762;12.918;9.3
870;873-14-6353;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;24.82;7;8.687;182.427;16/02/2019;10:33;Crédito;173.74;4.761.904.762;8.687;7.1
871;584-66-4073;C;Rio de Janeiro;Normal;Masculino;Acessórios de moda;56.5;1;2.825;59.325;13/03/2019;15:45;Débito;56.5;4.761.904.762;2.825;9.6
872;544-55-9589;B;São Paulo;Membro;Feminino;Acessórios eletrônicos;21.43;10;10.715;225.015;28/01/2019;11:51;Dinheiro;214.3;4.761.904.762;10.715;6.2
873;166-19-2553;A;Belo Horizonte;Membro;Masculino;Esportes e viagens;89.06;6;26.718;561.078;18/01/2019;17:26;Dinheiro;534.36;4.761.904.762;26.718;9.9
874;737-88-5876;A;Belo Horizonte;Membro;Masculino;Casa e estilo de vida;23.29;4;4.658;97.818;19/03/2019;11:52;Crédito;93.16;4.761.904.762;4.658;5.9
875;154-87-7367;C;Rio de Janeiro;Normal;Masculino;Casa e estilo de vida;65.26;8;26.104;548.184;15/03/2019;14:04;Débito;522.08;4.761.904.762;26.104;6.3
876;885-56-0389;C;Rio de Janeiro;Membro;Masculino;Acessórios de moda;52.35;1;26.175;549.675;12/02/2019;17:49;Dinheiro;52.35;4.761.904.762;26.175;4
877;608-05-3804;B;São Paulo;Membro;Masculino;Acessórios eletrônicos;39.75;1;19.875;417.375;25/02/2019;20:19;Dinheiro;39.75;4.761.904.762;19.875;6.1
878;448-61-3783;A;Belo Horizonte;Normal;Feminino;Acessórios eletrônicos;90.02;8;36.008;756.168;21/03/2019;16:08;Crédito;720.16;4.761.904.762;36.008;4.5
879;761-49-0439;B;São Paulo;Membro;Feminino;Acessórios eletrônicos;12.1;8;4.84;101.64;19/01/2019;10:17;Débito;96.8;4.761.904.762;4.84;8.6
880;490-95-0021;B;São Paulo;Membro;Feminino;Alimentos e bebidas;33.21;10;16.605;348.705;08/01/2019;14:25;Débito;332.1;4.761.904.762;16.605;6
881;115-38-7388;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;10.18;8;4.072;85.512;30/03/2019;12:51;Crédito;81.44;4.761.904.762;4.072;9.5
882;311-13-6971;B;São Paulo;Membro;Masculino;Esportes e viagens;31.99;10;15.995;335.895;20/02/2019;15:18;Crédito;319.9;4.761.904.762;15.995;9.9
883;291-55-6563;A;Belo Horizonte;Membro;Feminino;Casa e estilo de vida;34.42;6;10.326;216.846;30/03/2019;12:45;Débito;206.52;4.761.904.762;10.326;7.5
884;548-48-3156;A;Belo Horizonte;Membro;Feminino;Alimentos e bebidas;83.34;2;8.334;175.014;19/03/2019;13:37;Dinheiro;166.68;4.761.904.762;8.334;7.6
885;460-93-5834;A;Belo Horizonte;Normal;Masculino;Esportes e viagens;45.58;7;15.953;335.013;13/01/2019;10:03;Dinheiro;319.06;4.761.904.762;15.953;5
886;325-89-4209;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;87.9;1;4.395;92.295;05/02/2019;19:42;Débito;87.9;4.761.904.762;4.395;6.7
887;884-80-6021;A;Belo Horizonte;Membro;Feminino;Acessórios eletrônicos;73.47;10;36.735;771.435;23/03/2019;13:14;Débito;734.7;4.761.904.762;36.735;9.5
888;137-74-8729;C;Rio de Janeiro;Normal;Feminino;Acessórios de moda;12.19;8;4.876;102.396;13/03/2019;12:47;Débito;97.52;4.761.904.762;4.876;6.8
889;880-46-5796;A;Belo Horizonte;Membro;Masculino;Esportes e viagens;76.92;10;38.46;807.66;17/03/2019;19:53;Débito;769.2;4.761.904.762;38.46;5.6
890;389-70-2397;C;Rio de Janeiro;Normal;Feminino;Saúde e beleza;83.66;5;20.915;439.215;21/02/2019;10:26;Dinheiro;418.3;4.761.904.762;20.915;7.2
891;114-35-5271;B;São Paulo;Normal;Feminino;Acessórios eletrônicos;57.91;8;23.164;486.444;07/02/2019;15:06;Dinheiro;463.28;4.761.904.762;23.164;8.1
892;607-76-6216;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;92.49;5;231.225;4.855.725;02/03/2019;16:35;Crédito;462.45;4.761.904.762;231.225;8.6
893;715-20-1673;B;São Paulo;Normal;Masculino;Acessórios eletrônicos;28.38;5;7.095;148.995;06/03/2019;20:57;Dinheiro;141.9;4.761.904.762;7.095;9.4
894;811-35-1094;B;São Paulo;Membro;Masculino;Acessórios eletrônicos;50.45;6;15.135;317.835;06/02/2019;15:16;Crédito;302.7;4.761.904.762;15.135;8.9
895;699-88-1972;B;São Paulo;Normal;Masculino;Saúde e beleza;99.16;8;39.664;832.944;28/01/2019;17:47;Crédito;793.28;4.761.904.762;39.664;4.2
896;781-84-8059;C;Rio de Janeiro;Normal;Masculino;Acessórios de moda;60.74;7;21.259;446.439;18/01/2019;16:23;Débito;425.18;4.761.904.762;21.259;5
897;409-49-6995;C;Rio de Janeiro;Membro;Feminino;Alimentos e bebidas;47.27;6;14.181;297.801;05/02/2019;10:17;Dinheiro;283.62;4.761.904.762;14.181;8.8
898;725-54-0677;C;Rio de Janeiro;Membro;Masculino;Saúde e beleza;85.6;7;29.96;629.16;02/03/2019;13:50;Dinheiro;599.2;4.761.904.762;29.96;5.3
899;146-09-5432;A;Belo Horizonte;Membro;Masculino;Alimentos e bebidas;35.04;9;15.768;331.128;09/02/2019;19:17;Débito;315.36;4.761.904.762;15.768;4.6
900;377-79-7592;C;Rio de Janeiro;Membro;Feminino;Acessórios eletrônicos;44.84;9;20.178;423.738;14/01/2019;14:00;Crédito;403.56;4.761.904.762;20.178;7.5
901;509-10-0516;B;São Paulo;Normal;Masculino;Casa e estilo de vida;45.97;4;9.194;193.074;09/02/2019;12:02;Débito;183.88;4.761.904.762;9.194;5.1
902;595-94-9924;A;Belo Horizonte;Membro;Feminino;Saúde e beleza;27.73;5;69.325;1.455.825;26/03/2019;20:21;Crédito;138.65;4.761.904.762;69.325;4.2
903;865-41-9075;A;Belo Horizonte;Normal;Masculino;Alimentos e bebidas;11.53;7;40.355;847.455;28/01/2019;17:35;Dinheiro;80.71;4.761.904.762;40.355;8.1
904;545-07-8534;C;Rio de Janeiro;Normal;Feminino;Saúde e beleza;58.32;2;5.832;122.472;14/02/2019;12:42;Débito;116.64;4.761.904.762;5.832;6
905;118-62-1812;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;78.38;4;15.676;329.196;24/03/2019;17:56;Dinheiro;313.52;4.761.904.762;15.676;7.9
906;450-42-3339;C;Rio de Janeiro;Normal;Masculino;Saúde e beleza;84.61;10;42.305;888.405;09/02/2019;18:58;Crédito;846.1;4.761.904.762;42.305;8.8
907;851-98-3555;B;São Paulo;Normal;Feminino;Saúde e beleza;82.88;5;20.72;435.12;24/03/2019;14:08;Crédito;414.4;4.761.904.762;20.72;6.6
908;186-71-5196;A;Belo Horizonte;Membro;Feminino;Alimentos e bebidas;79.54;2;7.954;167.034;27/03/2019;16:30;Débito;159.08;4.761.904.762;7.954;6.2
909;624-01-8356;B;São Paulo;Normal;Feminino;Casa e estilo de vida;49.01;10;24.505;514.605;27/01/2019;10:44;Crédito;490.1;4.761.904.762;24.505;4.2
910;313-66-9943;B;São Paulo;Membro;Feminino;Alimentos e bebidas;29.15;3;43.725;918.225;27/03/2019;20:29;Crédito;87.45;4.761.904.762;43.725;7.3
911;151-27-8496;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;56.13;4;11.226;235.746;19/01/2019;11:43;Débito;224.52;4.761.904.762;11.226;8.6
912;453-33-6436;A;Belo Horizonte;Normal;Feminino;Casa e estilo de vida;93.12;8;37.248;782.208;07/02/2019;10:09;Dinheiro;744.96;4.761.904.762;37.248;6.8
913;522-57-8364;A;Belo Horizonte;Membro;Masculino;Acessórios de moda;51.34;8;20.536;431.256;31/01/2019;10:00;Débito;410.72;4.761.904.762;20.536;7.6
914;459-45-2396;A;Belo Horizonte;Membro;Feminino;Alimentos e bebidas;99.6;3;14.94;313.74;25/02/2019;18:45;Dinheiro;298.8;4.761.904.762;14.94;5.8
915;717-96-4189;C;Rio de Janeiro;Normal;Feminino;Acessórios eletrônicos;35.49;6;10.647;223.587;02/02/2019;12:40;Dinheiro;212.94;4.761.904.762;10.647;4.1
916;722-13-2115;C;Rio de Janeiro;Membro;Masculino;Esportes e viagens;42.85;1;21.425;449.925;14/03/2019;15:36;Crédito;42.85;4.761.904.762;21.425;9.3
917;749-81-8133;A;Belo Horizonte;Normal;Feminino;Acessórios de moda;94.67;4;18.934;397.614;11/03/2019;12:04;Dinheiro;378.68;4.761.904.762;18.934;6.8
918;777-67-2495;B;São Paulo;Normal;Masculino;Casa e estilo de vida;68.97;3;103.455;2.172.555;22/02/2019;11:26;Débito;206.91;4.761.904.762;103.455;8.7
919;636-98-3364;B;São Paulo;Membro;Feminino;Acessórios eletrônicos;26.26;3;3.939;82.719;02/03/2019;12:36;Débito;78.78;4.761.904.762;3.939;6.3
920;246-55-6923;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;35.79;9;161.055;3.382.155;10/03/2019;15:06;Crédito;322.11;4.761.904.762;161.055;5.1
921;181-82-6255;B;São Paulo;Normal;Feminino;Casa e estilo de vida;16.37;6;4.911;103.131;08/02/2019;10:58;Dinheiro;98.22;4.761.904.762;4.911;7
922;838-02-1821;C;Rio de Janeiro;Membro;Feminino;Casa e estilo de vida;12.73;2;1.273;26.733;22/02/2019;12:10;Crédito;25.46;4.761.904.762;1.273;5.2
923;887-42-0517;C;Rio de Janeiro;Normal;Feminino;Esportes e viagens;83.14;7;29.099;611.079;10/01/2019;10:31;Crédito;581.98;4.761.904.762;29.099;6.6
924;457-12-0244;C;Rio de Janeiro;Membro;Feminino;Esportes e viagens;35.22;6;10.566;221.886;14/03/2019;13:49;Débito;211.32;4.761.904.762;10.566;6.5
925;226-34-0034;B;São Paulo;Normal;Feminino;Acessórios eletrônicos;13.78;4;2.756;57.876;10/01/2019;11:10;Débito;55.12;4.761.904.762;2.756;9
926;321-49-7382;B;São Paulo;Membro;Masculino;Esportes e viagens;88.31;1;44.155;927.255;15/02/2019;17:38;Crédito;88.31;4.761.904.762;44.155;5.2
927;397-25-8725;A;Belo Horizonte;Membro;Feminino;Saúde e beleza;39.62;9;17.829;374.409;13/01/2019;17:54;Crédito;356.58;4.761.904.762;17.829;6.8
928;431-66-2305;B;São Paulo;Normal;Feminino;Acessórios eletrônicos;88.25;9;397.125;8.339.625;15/02/2019;20:51;Crédito;794.25;4.761.904.762;397.125;7.6
929;825-94-5922;B;São Paulo;Normal;Masculino;Esportes e viagens;25.31;2;2.531;53.151;02/03/2019;19:26;Débito;50.62;4.761.904.762;2.531;7.2
930;641-62-7288;B;São Paulo;Normal;Masculino;Casa e estilo de vida;99.92;6;29.976;629.496;24/03/2019;13:33;Débito;599.52;4.761.904.762;29.976;7.1
931;756-93-1854;C;Rio de Janeiro;Membro;Feminino;Acessórios de moda;83.35;2;8.335;175.035;02/02/2019;14:05;Crédito;166.7;4.761.904.762;8.335;9.5
932;243-55-8457;A;Belo Horizonte;Normal;Feminino;Alimentos e bebidas;74.44;10;37.22;781.62;27/02/2019;11:40;Débito;744.4;4.761.904.762;37.22;5.1
933;458-10-8612;C;Rio de Janeiro;Normal;Masculino;Saúde e beleza;64.08;7;22.428;470.988;20/01/2019;12:27;Débito;448.56;4.761.904.762;22.428;7.6
